HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459530.46220,2021-11-11.9573290,bo,1.46,17.499,>17.499,99.990,-1.085,0.073,g
2459531.37765,2021-11-12.8727304,bo,1.49,16.979,>16.979,99.990,-0.535,0.117,g
2459533.63246,2021-11-15.1274570,bG,1.44,17.408,>17.408,99.990,-0.409,0.079,g
2459534.73466,2021-11-16.2296097,bk,1.48,17.198,>17.198,99.990,-0.739,0.096,g
2459535.71847,2021-11-17.2133903,bs,1.49,17.265,>17.265,99.990,0.129,0.090,g
2459536.76778,2021-11-18.2626671,bk,1.50,17.274,>17.274,99.990,-0.971,0.089,g
2459537.84860,2021-11-19.3434546,bG,1.43,17.848,>17.848,99.990,-0.423,0.053,g
2459541.05933,2021-11-22.5540973,bC,1.54,17.314,>17.314,99.990,-0.992,0.086,g
2459543.97794,2021-11-25.4726271,bC,1.58,17.772,>17.772,99.990,-1.256,0.057,g
2459547.04749,2021-11-28.5421288,bC,2.14,17.795,>17.795,99.990,-1.295,0.055,g
2459547.55692,2021-11-29.0515491,bk,1.60,17.750,>17.750,99.990,-1.498,0.058,g
2459548.91045,2021-11-30.4050659,bs,1.53,17.919,>17.919,99.990,-0.890,0.049,g
2459550.74553,2021-12-02.2401224,bs,1.43,18.098,>18.098,99.990,-0.624,0.042,g
2459552.78691,2021-12-04.2814752,bs,1.43,18.394,>18.394,99.990,-0.164,0.032,g
2459552.81711,2021-12-04.3116768,bG,1.47,17.823,>17.823,99.990,-0.408,0.054,g
2459554.56120,2021-12-06.0557619,bk,1.48,17.939,>17.939,99.990,-0.653,0.048,g
2459554.77610,2021-12-06.2706631,bs,1.47,18.433,>18.433,99.990,-0.271,0.031,g
2459555.78438,2021-12-07.2789395,bk,1.44,17.994,>17.994,99.990,-0.387,0.046,g
2459559.34016,2021-12-10.8347268,bo,1.44,17.724,>17.724,99.990,-0.478,0.059,g
2459560.47455,2021-12-11.9691195,bo,1.46,17.846,>17.846,99.990,-0.752,0.053,g
2459569.54904,2021-12-21.0437375,bk,2.10,18.042,>18.042,99.990,-0.198,0.044,g
2459570.67810,2021-12-22.1728356,bs,1.63,17.576,>17.576,99.990,0.335,0.068,g
2459571.78014,2021-12-23.2748960,bk,1.50,16.928,>16.928,99.990,0.272,0.123,g
2459574.85104,2021-12-26.3458829,bs,1.48,17.905,16.761,0.076,0.717,0.050,g
2459576.59711,2021-12-28.0920048,bG,1.44,17.929,17.324,0.125,0.427,0.049,g
2459578.75780,2021-12-30.2527714,bs,1.46,18.723,>18.723,99.990,0.052,0.024,g
2459580.38173,2021-12-31.8767620,bo,1.45,18.399,>18.399,99.990,-0.099,0.032,g
2459582.51849,2022-01-03.0136061,bo,1.59,18.104,17.733,0.155,0.293,0.042,g
2459583.74478,2022-01-04.2399512,bG,1.43,17.774,16.527,0.069,0.890,0.056,g
2459584.84523,2022-01-05.3404429,bs,1.61,18.070,16.779,0.066,0.705,0.043,g
2459585.50388,2022-01-05.9991359,bo,1.53,18.236,>18.236,99.990,-0.059,0.037,g
2459587.78901,2022-01-08.2843825,bC,1.42,18.550,17.874,0.117,0.257,0.028,g
2459591.79833,2022-01-12.2939061,bC,1.45,17.840,17.424,0.149,0.389,0.053,g
2459592.75143,2022-01-13.2470575,bs,1.49,17.554,16.196,0.063,1.206,0.069,g
2459594.81893,2022-01-15.3146804,bC,1.46,17.599,17.432,0.188,0.387,0.066,g
2459595.56139,2022-01-16.0571834,bk,1.66,16.918,>16.918,99.990,0.137,0.124,g
2459598.83434,2022-01-19.3303493,bC,1.45,17.736,17.545,0.183,0.348,0.058,g
2459600.80430,2022-01-21.3004325,bC,1.66,18.372,>18.372,99.990,-0.167,0.033,g
2459601.80169,2022-01-22.2978864,bs,1.64,17.764,>17.764,99.990,-0.006,0.057,g
2459602.68097,2022-01-23.1772332,bk,1.46,17.684,>17.684,99.990,-0.245,0.061,g
2459603.80194,2022-01-24.2982812,bs,2.49,17.363,>17.363,99.990,0.204,0.082,g
2459604.44153,2022-01-24.9379206,bo,1.47,17.307,>17.307,99.990,-0.352,0.087,g
2459605.68654,2022-01-26.1830197,bk,1.48,17.913,>17.913,99.990,-0.711,0.050,g
2459606.78919,2022-01-27.2857516,bs,1.48,18.573,>18.573,99.990,-0.125,0.027,g
2459607.74220,2022-01-28.2388278,bs,1.67,18.601,>18.601,99.990,0.005,0.026,g
2459610.77428,2022-01-31.2711366,bC,1.43,18.260,>18.260,99.990,-0.542,0.036,g
2459612.66660,2022-02-02.1636211,bG,1.43,17.941,>17.941,99.990,-0.423,0.048,g
2459612.85810,2022-02-02.3551328,bC,1.42,17.920,>17.920,99.990,-0.914,0.049,g
2459613.85181,2022-02-03.3489178,bC,1.41,18.031,>18.031,99.990,-0.987,0.045,g
2459614.65874,2022-02-04.1559144,bk,1.56,17.642,>17.642,99.990,-1.281,0.064,g
2459616.82835,2022-02-06.3257034,bC,1.49,18.220,>18.220,99.990,-0.639,0.037,g
2459617.64904,2022-02-07.1464658,bG,1.45,18.157,>18.157,99.990,0.007,0.040,g
2459619.82581,2022-02-09.3234148,bC,1.45,18.093,>18.093,99.990,-0.233,0.042,g
2459622.74387,2022-02-12.2417391,bC,1.49,17.666,>17.666,99.990,-0.386,0.062,g
2459624.75867,2022-02-14.2567181,bC,1.57,17.542,>17.542,99.990,-0.695,0.070,g
2459625.53826,2022-02-15.0363726,bk,1.53,16.895,>16.895,99.990,-0.805,0.127,g
2459628.37386,2022-02-17.8722351,bo,1.47,16.980,>16.980,99.990,-1.037,0.117,g
2459630.36566,2022-02-19.8642138,bo,1.50,17.136,>17.136,99.990,-0.705,0.102,g
2459631.36503,2022-02-20.8636802,bo,1.52,17.311,>17.311,99.990,-0.706,0.086,g
2459632.36263,2022-02-21.8613650,bo,1.49,17.452,>17.452,99.990,-1.251,0.076,g
2459634.73339,2022-02-24.2323413,bC,1.62,18.096,>18.096,99.990,-0.825,0.042,g
2459637.69218,2022-02-27.1914212,bs,1.45,18.153,>18.153,99.990,-0.459,0.040,g
2459638.58723,2022-02-28.0865642,bk,1.44,17.719,>17.719,99.990,-1.056,0.059,g
2459640.74973,2022-03-02.2492688,bC,1.44,17.986,>17.986,99.990,-0.985,0.046,g
2459643.57920,2022-03-05.0789983,bG,1.44,17.883,16.919,0.090,0.621,0.051,g
2459644.65369,2022-03-06.1535909,bs,1.54,18.602,18.008,0.126,0.227,0.026,g
2459645.57227,2022-03-07.0722693,bk,1.49,18.132,>18.132,99.990,-0.477,0.041,g
2459647.53277,2022-03-09.0329509,bk,1.45,18.055,>18.055,99.990,-0.560,0.044,g
2459650.74735,2022-03-12.2478407,bC,1.56,17.850,>17.850,99.990,-0.531,0.053,g
2459652.63011,2022-03-14.1307793,bs,1.54,17.821,>17.821,99.990,0.041,0.054,g
2459654.74010,2022-03-16.2409660,bC,1.54,17.583,>17.583,99.990,-0.222,0.067,g
2459657.73288,2022-03-19.2340354,bC,1.63,17.789,>17.789,99.990,-0.471,0.056,g
2459658.53683,2022-03-20.0380520,bk,1.49,16.913,>16.913,99.990,-0.480,0.125,g
2459659.72297,2022-03-21.2243019,bC,2.14,17.874,>17.874,99.990,-0.482,0.051,g
2459660.53646,2022-03-22.0378679,bG,1.49,17.972,>17.972,99.990,-0.137,0.047,g
2459661.52890,2022-03-23.0304023,bk,1.47,17.861,>17.861,99.990,-0.347,0.052,g
2459662.62613,2022-03-24.1277373,bs,1.78,18.205,>18.205,99.990,0.164,0.038,g
2459664.49145,2022-03-25.9932159,bG,1.46,18.277,>18.277,99.990,-0.035,0.036,g
2459665.50792,2022-03-27.0097884,bk,1.53,18.486,>18.486,99.990,-0.147,0.029,g
2459666.51778,2022-03-28.0197362,bk,1.46,18.401,>18.401,99.990,-0.066,0.032,g
2459666.60530,2022-03-28.1072677,bs,1.61,18.043,16.838,0.072,0.668,0.044,g
2459667.49234,2022-03-28.9943907,bG,1.60,18.037,17.172,0.098,0.491,0.044,g
2459668.51232,2022-03-30.0144550,bk,1.45,18.429,>18.429,99.990,-0.137,0.031,g
2459670.59778,2022-04-01.1001081,bs,2.04,18.237,>18.237,99.990,-0.451,0.037,g
2459672.48641,2022-04-02.9888866,bG,1.45,17.853,>17.853,99.990,-0.665,0.052,g
